image_id	filename	label	path	mean_r	mean_g	mean_b	std_r	std_g	std_b	mean_intensity	std_intensity	entropy	edge_density	nuclei_count	nuclei_density	nuclear_area_fraction	mean_nucleus_area	median_nucleus_area	std_nucleus_area	mean_nucleus_eccentricity	mean_nucleus_solidity	mean_nucleus_perimeter	dist_norm	dist_tum	progression_score	UMAP1	UMAP2
NORM-TCGA-ARLPKFSA	NORM-TCGA-ARLPKFSA.tif	NORM	data/raw/crc_val_7k/CRC-VAL-HE-7K/NORM/NORM-TCGA-ARLPKFSA.tif	215.59881218112244	180.63478555484693	208.25721460459184	43.22649807359409	60.94305810034529	41.55549522554811	201.49693744685376	48.129128108456094	4.830842628164378	0.0999880420918367	44	0.0008769132653061	0.1528419961734693	174.29545454545453	94.5	287.0954528902329	0.7635423342376939	0.8396024846676415	60.85203738466122	5.325720665459447	7.541208591721465	0.4139076666242812	10.085106	3.5299249
NORM-TCGA-ASMSDTKG	NORM-TCGA-ASMSDTKG.tif	NORM	data/raw/crc_val_7k/CRC-VAL-HE-7K/NORM/NORM-TCGA-ASMSDTKG.tif	182.0623405612245	129.68508848852042	172.8645169005102	49.11430730990693	61.59464208757792	46.14632464863482	161.53731531675172	51.73973737271609	5.244976014848987	0.1000079719387755	101	0.0020129145408163	0.3195750956632653	158.76237623762376	79.0	205.5878385910308	0.7342329332237681	0.8209685589993736	63.40425931703238	4.0726314504764405	5.793567160149665	0.4127862828638103	9.142411	-0.65979856
NORM-TCGA-ASQTCANQ	NORM-TCGA-ASQTCANQ.tif	NORM	data/raw/crc_val_7k/CRC-VAL-HE-7K/NORM/NORM-TCGA-ASQTCANQ.tif	203.2866111288265	166.3709941007653	198.50892857142856	39.61692243216	57.97033249545473	41.96509355225471	189.3888446003401	46.15231006272224	5.008092943800936	0.1000079719387755	55	0.0010961415816326	0.1790098852040816	163.3090909090909	76.0	297.983152222176	0.900919956429154	0.6315637695593789	89.61158201184469	4.553131491100611	5.879337416352743	0.4364385392845676	10.872883	3.081664
NORM-TCGA-ATHNNRAW	NORM-TCGA-ATHNNRAW.tif	NORM	data/raw/crc_val_7k/CRC-VAL-HE-7K/NORM/NORM-TCGA-ATHNNRAW.tif	182.49497767857144	124.8119818239796	168.28539540816325	47.83697534780808	65.04580231044008	47.76027750648769	158.5307849702381	52.90409558171596	5.188207390184246	0.1000079719387755	53	0.0010562818877551	0.3239995216836734	306.7358490566038	50.0	960.4585216102324	0.8843254731782201	0.7349105026247453	100.20778739085031	3.053360387080938	3.5908325806740207	0.4595532372252358	7.3100038	4.7462206
NORM-TCGA-ATWIYYHS	NORM-TCGA-ATWIYYHS.tif	NORM	data/raw/crc_val_7k/CRC-VAL-HE-7K/NORM/NORM-TCGA-ATWIYYHS.tif	195.6551737882653	153.50554049744898	189.4530652104592	44.237069566572586	61.61585834762941	45.11978094213044	179.53792649872446	49.98698669480898	5.1339747768638215	0.0999880420918367	61	0.0012157206632653	0.2246492346938775	184.78688524590163	55.0	537.5495132285635	0.8617299888763919	0.6926390161587662	86.49372526871825	2.73190099363525	4.644722888593666	0.3703457079080167	7.6285167	1.1131144
NORM-TCGA-AVTILPFC	NORM-TCGA-AVTILPFC.tif	NORM	data/raw/crc_val_7k/CRC-VAL-HE-7K/NORM/NORM-TCGA-AVTILPFC.tif	178.47215800382654	121.2059948979592	166.92934869260205	42.03211347472704	55.26297953983184	40.88882362289158	155.5358338647959	45.51308733404581	5.130680615633018	0.1000079719387755	63	0.0012555803571428	0.2949019451530612	234.87301587301587	66.0	559.2486595782871	0.8719198176745059	0.7076445919102501	86.77217922838052	2.423960398990288	2.4476278098661073	0.49757087320796195	6.596874	3.9675329
NORM-TCGA-AVTIVNMI	NORM-TCGA-AVTIVNMI.tif	NORM	data/raw/crc_val_7k/CRC-VAL-HE-7K/NORM/NORM-TCGA-AVTIVNMI.tif	176.61212531887756	126.32808514030611	167.51255580357142	52.90609483334512	71.02418805611941	52.67346829281943	156.81758875425172	58.379901883228285	5.066031191240061	0.1000079719387755	41	0.0008171237244897	0.3425741390306122	419.2439024390244	56.0	1114.0200282932217	0.87046589838255	0.7735092176854764	114.23148464425292	4.211814109518066	4.497649046153814	0.4835905536583157	7.309612	6.212653
NORM-TCGA-AWSKVKLW	NORM-TCGA-AWSKVKLW.tif	NORM	data/raw/crc_val_7k/CRC-VAL-HE-7K/NORM/NORM-TCGA-AWSKVKLW.tif	197.8323899872449	140.63950892857142	181.5259088010204	40.44945155837617	58.949097385282	41.928344771951856	173.3326025722789	46.23870292787922	5.106682036876561	0.1000079719387755	83	0.0016541772959183	0.1434351084183673	86.71084337349397	67.0	64.9041053745404	0.7871709954718552	0.8184345130869484	41.82128772504662	2.378558680608224	5.220629703661968	0.31300167338023627	9.917507	0.2651596
NORM-TCGA-AWYHCRHN	NORM-TCGA-AWYHCRHN.tif	NORM	data/raw/crc_val_7k/CRC-VAL-HE-7K/NORM/NORM-TCGA-AWYHCRHN.tif	191.8768534757653	141.54793128188774	181.1452287946429	46.06319141774596	65.70379057867204	47.30980793927981	171.5233378507653	52.340145132628216	5.147475042480503	0.0999880420918367	60	0.0011957908163265	0.2644092793367347	221.11666666666667	96.5	308.1997237542925	0.8319109654112603	0.760470628153205	78.62674358011841	2.0088591950240704	4.244431402064281	0.32124833538991976	7.390158	0.54928803
NORM-TCGA-AYAWEGRC	NORM-TCGA-AYAWEGRC.tif	NORM	data/raw/crc_val_7k/CRC-VAL-HE-7K/NORM/NORM-TCGA-AYAWEGRC.tif	200.9807278380102	159.49465880102042	192.3074577487245	52.39517565269616	72.79320392371287	52.33256864456499	184.2609481292517	58.71457743907201	5.022303339789781	0.1000079719387755	21	0.0004185267857142	0.2366470025510204	565.4285714285714	160.0	1026.4409880946962	0.7724942752403363	0.7731617458936061	147.6075103928752	4.8959162067272315	6.3387007226584915	0.4357884418756881	9.753628	3.9626317
NORM-TCGA-AYEHVRAV	NORM-TCGA-AYEHVRAV.tif	NORM	data/raw/crc_val_7k/CRC-VAL-HE-7K/NORM/NORM-TCGA-AYEHVRAV.tif	188.5715481505102	133.57362085459184	175.97443000637756	46.35946418076318	63.1941613895819	46.15971697632975	166.03986633715985	51.238969393375925	5.198857276716452	0.1000079719387755	29	0.0005779655612244	0.2499402104591837	432.44827586206895	68.0	1520.751619661779	0.8632600979216402	0.7315055565220427	113.16899654809092	2.96237633832433	3.7265135395398263	0.44288011798906346	7.7300925	5.4
NORM-TCGA-AYHIHFEL	NORM-TCGA-AYHIHFEL.tif	NORM	data/raw/crc_val_7k/CRC-VAL-HE-7K/NORM/NORM-TCGA-AYHIHFEL.tif	195.2626355229592	152.64783960459184	189.6392897002551	41.37486295686581	57.05682057555529	41.90480503991128	179.18325494260205	46.4130012367245	5.137964520169128	0.1000079719387755	58	0.0011559311224489	0.2235929528061224	193.43103448275863	52.0	439.551264597515	0.9567085027128112	0.6193197832908212	101.8982758180881	4.998438645399442	5.761877826520292	0.4645252450003152	10.593858	3.0951633
NORM-TCGA-AYQYFWIQ	NORM-TCGA-AYQYFWIQ.tif	NORM	data/raw/crc_val_7k/CRC-VAL-HE-7K/NORM/NORM-TCGA-AYQYFWIQ.tif	182.66470025510205	131.8133769132653	176.46526227678572	45.403198925604464	55.65104628052256	41.12626130423924	163.647779815051	47.00546168369837	5.1894991863268345	0.0999681122448979	80	0.001594387755102	0.3203722895408163	200.9375	82.5	493.5930850343733	0.7968670383692971	0.7943878333988996	78.18979297548181	3.1500513438185016	4.538476834501896	0.40970797931141195	7.588391	-0.30666965
NORM-TCGA-CAPTDINK	NORM-TCGA-CAPTDINK.tif	NORM	data/raw/crc_val_7k/CRC-VAL-HE-7K/NORM/NORM-TCGA-CAPTDINK.tif	186.96223294005105	123.42205436862244	169.5325255102041	36.35832398562007	47.9965352277256	35.803704721866055	159.97227093962584	39.372179963507264	5.0599573476711015	0.0999880420918367	60	0.0011957908163265	0.2477479272959183	207.1833333333333	70.0	666.2237234759974	0.8682021399519047	0.6804020747935452	92.06383352585868	3.1249274356749535	2.928457176707018	0.5162281328173054	6.095091	1.3783883
NORM-TCGA-CCMHTDYY	NORM-TCGA-CCMHTDYY.tif	NORM	data/raw/crc_val_7k/CRC-VAL-HE-7K/NORM/NORM-TCGA-CCMHTDYY.tif	180.30207669005105	125.64219945790816	170.07089046556123	41.8501716924478	55.69969965011158	41.68853187943365	158.6717222045068	45.82217951061119	5.118069657623947	0.1000079719387755	60	0.0011957908163265	0.2349728954081632	196.5	76.0	416.7710602557076	0.9079407238857136	0.7060817623903001	84.55852087364421	2.897102111482379	3.2807732603129747	0.468947969508885	7.042973	4.0525627
NORM-TCGA-CCTIVVGY	NORM-TCGA-CCTIVVGY.tif	NORM	data/raw/crc_val_7k/CRC-VAL-HE-7K/NORM/NORM-TCGA-CCTIVVGY.tif	204.19001116071428	167.62565768494898	199.4861288265306	38.80195826186139	56.88674289520622	41.04832433070081	190.43393255739795	45.18160915028449	4.9816855578975865	0.0999880420918367	58	0.0011559311224489	0.1694036989795918	146.55172413793105	95.5	133.4728659514855	0.8953428304845134	0.6170729583627756	78.29367128018278	4.880568803828954	6.1430122481980325	0.44273895939936214	10.983815	2.9485478
NORM-TCGA-CCYKHHSQ	NORM-TCGA-CCYKHHSQ.tif	NORM	data/raw/crc_val_7k/CRC-VAL-HE-7K/NORM/NORM-TCGA-CCYKHHSQ.tif	187.1136399872449	133.59378985969389	176.6160514987245	44.83040693921875	57.36740212202463	42.33988310533727	165.77449378188774	47.65072125038749	5.199594333174148	0.1000079719387755	74	0.0014748086734693	0.2512555803571428	170.36486486486487	76.0	251.6710408838815	0.7849999616535187	0.790395135204519	67.88311928150935	1.609453725856743	4.073158585918627	0.2832242703803095	9.174157	-0.06558851
NORM-TCGA-CDTRGCKE	NORM-TCGA-CDTRGCKE.tif	NORM	data/raw/crc_val_7k/CRC-VAL-HE-7K/NORM/NORM-TCGA-CDTRGCKE.tif	200.18839684311223	147.88289221938774	186.08458227040816	36.33785318907798	53.64993166912615	38.07452251630525	178.05195711096934	41.923749944874174	5.076067081240025	0.1000079719387755	67	0.0013352997448979	0.1378547512755102	103.23880597014926	56.0	133.25579593703642	0.8734801290180804	0.7298541308933462	51.84809984190799	2.748393474814539	4.798589082956523	0.36417117089856554	9.307901	2.2208586
NORM-TCGA-CDVHCNYC	NORM-TCGA-CDVHCNYC.tif	NORM	data/raw/crc_val_7k/CRC-VAL-HE-7K/NORM/NORM-TCGA-CDVHCNYC.tif	202.08723294005105	150.32471699617346	187.74904336734693	41.035850074525264	62.81161513013596	44.2571412796926	180.0536644345238	48.47280147608821	5.063353669703041	0.1000079719387755	73	0.0014548788265306	0.1294244260204081	88.95890410958904	71.0	56.01086938452199	0.8382468670116556	0.7978786218640019	45.74832569774614	2.400318584078155	5.356383322415319	0.3094509255368888	10.2130165	1.1060122
NORM-TCGA-CDWMTSLF	NORM-TCGA-CDWMTSLF.tif	NORM	data/raw/crc_val_7k/CRC-VAL-HE-7K/NORM/NORM-TCGA-CDWMTSLF.tif	205.1184430803572	147.94563137755102	186.0028698979592	37.89857883664611	55.35072213671149	38.917071016567824	179.68898145195584	43.14427720884133	5.080918448605792	0.0999880420918367	80	0.001594387755102	0.13671875	85.75	75.0	54.94121858859703	0.7670737381388729	0.7613887727938209	44.81982681718907	3.0285161720256437	5.4820914970723384	0.35585193088176137	7.938484	0.32502964
NORM-TCGA-CEQCERHI	NORM-TCGA-CEQCERHI.tif	NORM	data/raw/crc_val_7k/CRC-VAL-HE-7K/NORM/NORM-TCGA-CEQCERHI.tif	179.2608019770408	118.35134327168367	165.4040377869898	44.14800087266989	58.63844726625207	43.04426595670001	154.33872767857142	47.91582821608603	5.153755361436355	0.0999880420918367	50	0.0009964923469387	0.3453045280612244	346.52	86.5	816.0663022083438	0.8119443818987507	0.7330309454275975	127.4530295094016	2.5827285123045054	2.3321671101374073	0.5254900023739069	5.6853085	1.8318521
NORM-TCGA-CEQVKIYG	NORM-TCGA-CEQVKIYG.tif	NORM	data/raw/crc_val_7k/CRC-VAL-HE-7K/NORM/NORM-TCGA-CEQVKIYG.tif	191.60799984056123	131.02712452168367	174.64146205357142	40.49967490816552	55.92150396990854	40.79624570412301	165.75886213860545	45.00561493410882	5.145273344409635	0.1000079719387755	84	0.0016741071428571	0.194156568877551	115.97619047619048	73.0	124.43778099061588	0.8241221695007028	0.8040695960641092	52.58706191529411	1.679382558842688	4.279565314291976	0.2818253481313405	9.413722	0.034192126
NORM-TCGA-CEWVRGEL	NORM-TCGA-CEWVRGEL.tif	NORM	data/raw/crc_val_7k/CRC-VAL-HE-7K/NORM/NORM-TCGA-CEWVRGEL.tif	201.5519571109694	148.33175223214286	186.70786830357144	38.92529130691917	59.32012731132646	42.18123298443572	178.86385921556118	46.07550458007852	5.099524987316533	0.0999880420918367	82	0.0016342474489795	0.1476203762755102	90.32926829268293	75.0	61.722639811646616	0.8045344026166971	0.820113853692529	42.51574057121184	2.7145679627643675	5.564353767591996	0.3278890719320184	7.93814	0.31734604
NORM-TCGA-CFEKYEID	NORM-TCGA-CFEKYEID.tif	NORM	data/raw/crc_val_7k/CRC-VAL-HE-7K/NORM/NORM-TCGA-CFEKYEID.tif	187.99222735969389	131.0251315369898	175.8085339604592	41.47972206185101	50.483603817547774	37.1784705386217	164.94196428571428	42.51893182132322	5.126967362383804	0.1000079719387755	91	0.0018136160714285	0.2564174107142857	141.3846153846154	86.0	171.07223390680048	0.7186543305966431	0.8252055032063964	58.58328295486868	3.6727970984006144	5.336798932875526	0.4076539154087234	9.257592	-0.9379437
NORM-TCGA-CGETQNHH	NORM-TCGA-CGETQNHH.tif	NORM	data/raw/crc_val_7k/CRC-VAL-HE-7K/NORM/NORM-TCGA-CGETQNHH.tif	161.4025430484694	97.0000996492347	147.38335060586735	43.39791716058839	49.27771937118254	39.8836055792732	135.26199776785717	43.666095746253085	5.120413286193447	0.1000079719387755	59	0.0011758609693877	0.3845663265306122	327.0508474576271	92.0	911.4941807177556	0.856968522546031	0.751078522044102	101.02325855688984	4.4955723095331255	2.890036179278581	0.6086935580654413	4.8500185	4.3384175
NORM-TCGA-CHFPMHQQ	NORM-TCGA-CHFPMHQQ.tif	NORM	data/raw/crc_val_7k/CRC-VAL-HE-7K/NORM/NORM-TCGA-CHFPMHQQ.tif	196.9113321109694	145.91378348214286	185.17596061862244	38.868093923145565	55.10532098821855	39.49708999481352	176.0003587372449	43.96546019634773	5.127473657063252	0.0999880420918367	59	0.0011758609693877	0.1872608418367347	159.25423728813558	80.0	214.28276845077104	0.8532765943990405	0.7272407997363227	70.96025933245231	2.139552596963349	4.222555175064311	0.33629618887789675	7.6118646	1.0350224
NORM-TCGA-CINHWAPR	NORM-TCGA-CINHWAPR.tif	NORM	data/raw/crc_val_7k/CRC-VAL-HE-7K/NORM/NORM-TCGA-CINHWAPR.tif	189.16852678571428	138.45316485969389	179.54474250637756	42.27761514344671	56.00550462675695	41.50008105270498	169.0554780505952	46.1945947109465	5.178221940179927	0.0999880420918367	91	0.0018136160714285	0.2479073660714285	136.69230769230768	97.0	128.72303450104832	0.8211209661287096	0.7497259460740721	63.36799903100593	1.936225210759873	4.265796633025031	0.3121925816337103	7.310906	0.05540055
