image_id	filename	label	path	mean_r	mean_g	mean_b	std_r	std_g	std_b	mean_intensity	std_intensity	entropy	edge_density	nuclei_count	nuclei_density	nuclear_area_fraction	mean_nucleus_area	median_nucleus_area	std_nucleus_area	mean_nucleus_eccentricity	mean_nucleus_solidity	mean_nucleus_perimeter	interface_score	dist_tum	dist_str
TUM-TCGA-YEPDHDTI	TUM-TCGA-YEPDHDTI.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-YEPDHDTI.tif	163.32419882015307	94.85809948979592	149.45557637117346	37.0980002727712	33.96537878608067	27.66844464072964	135.87929156037416	32.3106374006664	4.873710163177144	0.0999880420918367	103	0.0020527742346938	0.3254942602040816	158.5631067961165	62.0	296.8154167973764	0.8481131804426024	0.645301223832244	91.66860101354318	0.04490516912392373	4.606702090139508	4.651607259263431
TUM-TCGA-MNYSRFVG	TUM-TCGA-MNYSRFVG.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-MNYSRFVG.tif	184.3102479272959	117.5377272002551	165.5601881377551	40.04495923054367	45.368116945761365	34.40744475111947	155.80272108843536	39.125109315201406	5.058728841849611	0.1000079719387755	67	0.0013352997448979	0.2112563775510204	158.2089552238806	96.0	162.10633485586237	0.835736102150496	0.6904973806127597	75.53704848422416	0.04561048755986308	2.541937245278686	2.496326757718823
TUM-TCGA-NWAGIHDE	TUM-TCGA-NWAGIHDE.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-NWAGIHDE.tif	171.3450852997449	104.28224649234694	156.2518933354592	38.33019695859421	37.77845142938302	29.915818900817005	143.9597417091837	34.67580393941646	4.95267296136594	0.1000079719387755	94	0.0018734056122448	0.2911551339285714	155.41489361702128	59.5	214.29247311443143	0.8316211780390987	0.6539615711216241	87.12235458105997	0.04764422146689329	3.631678235029638	3.6793224564965312
TUM-TCGA-TNTIVLYC	TUM-TCGA-TNTIVLYC.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-TNTIVLYC.tif	181.73080755739795	118.04175302933672	166.07471699617346	43.31270453615479	48.85814745946176	36.81517459954832	155.28242586096937	42.36706407337591	5.13186439909958	0.1000079719387755	109	0.0021723533163265	0.2838408801020408	130.6605504587156	72.0	147.53169276578913	0.805365365806914	0.7183443244718628	65.66816689009421	0.052945938884256805	3.835282719090927	3.888228657975184
TUM-TCGA-WIFRDAFR	TUM-TCGA-WIFRDAFR.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-WIFRDAFR.tif	162.15756536989795	96.22883450255102	149.36234454719389	38.94353985247031	38.65775787788839	31.12939713050119	135.9162481398809	35.52199278874837	4.962516474024197	0.1000079719387755	110	0.0021922831632653	0.3077168367346938	140.36363636363637	70.0	180.35624984874835	0.8626563571540411	0.6584269109740433	78.45861369773156	0.055526736689948564	4.5267812212664	4.582307957956348
TUM-TCGA-EDYTKCIL	TUM-TCGA-EDYTKCIL.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-EDYTKCIL.tif	176.02309869260205	105.82573341836736	156.77152423469389	38.091559185082666	40.30019691753626	32.157930727055444	146.20678544855446	36.06516916262959	4.9924098886055965	0.0999481823979591	97	0.0019331951530612	0.2451171875	126.79381443298968	67.0	144.81028742179217	0.7897084929043574	0.663237157114399	67.8047793504268	0.05775354703483515	5.49962191080569	5.557375457840525
TUM-TCGA-TKCKMMLC	TUM-TCGA-TKCKMMLC.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-TKCKMMLC.tif	210.1751036352041	178.1006457270408	205.3473772321429	42.13111347502591	66.33478608728834	44.55728074999751	197.87437553146265	50.63197430604606	4.299185469906542	0.1000079719387755	30	0.0005978954081632	0.2326610331632653	389.1333333333333	73.5	1231.4389613600652	0.7641510614486945	0.7392561183237325	111.57182292900164	0.057922656211919055	6.996711818455524	7.054634474667443
TUM-TCGA-SHMGTLSK	TUM-TCGA-SHMGTLSK.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-SHMGTLSK.tif	170.9239875637755	106.33436304209184	158.66057477678572	35.7733596506356	36.11934676103782	28.06876756950975	145.3063084608844	32.727236639020575	4.885486141357977	0.1000079719387755	85	0.0016940369897959	0.3088129783163265	182.2941176470588	86.0	315.54083630674904	0.8551137598941956	0.6129599663231429	112.61517904970698	0.05842325384939384	3.9449166823920483	3.8864934285426544
TUM-TCGA-SFTLWQGQ	TUM-TCGA-SFTLWQGQ.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-SFTLWQGQ.tif	173.54978475765307	104.11003268494898	156.98790258290816	34.15676598773163	31.475103638055828	24.979169277961194	144.88257334183675	29.45864924364316	4.792464104263274	0.1000079719387755	63	0.0012555803571428	0.3216079400510204	256.1428571428572	48.0	654.1793806988411	0.857726705000702	0.6361498806222038	138.09072349326593	0.05890162460979731	3.6433161789539494	3.7022178035637467
TUM-TCGA-CLIMWGPR	TUM-TCGA-CLIMWGPR.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-CLIMWGPR.tif	174.30855389030611	102.90726642219389	155.79711415816325	31.54220369619223	29.83572940580051	24.300429095711305	144.3376448235544	27.99778210793904	4.745272612897745	0.1000079719387755	51	0.0010164221938775	0.2957589285714285	290.9803921568628	102.0	404.2123539261423	0.8821036891442071	0.5942386894333367	161.39535755888255	0.06497287376590588	4.6098579505114845	4.544885076745579
TUM-TCGA-VSNCKISS	TUM-TCGA-VSNCKISS.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-VSNCKISS.tif	176.07669005102042	117.6641621492347	166.82948022959184	37.082728657449046	42.384673818546425	31.97807807758248	153.52344414328232	36.60546271662345	4.9924721597033805	0.1000079719387755	78	0.0015545280612244	0.2821069834183674	181.47435897435892	69.0	264.5685759757191	0.8303457137389818	0.6818744456370899	90.63740375189823	0.0667466584486105	2.6194047130454576	2.552658054596847
TUM-TCGA-HYTSVTKD	TUM-TCGA-HYTSVTKD.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-HYTSVTKD.tif	169.68558673469389	102.51157924107144	155.50506218112244	34.61551923691087	33.52411633147666	26.433289694884937	142.56740938562925	30.909311624222383	4.836412973489386	0.1000079719387755	75	0.0014947385204081	0.3170041454081632	212.08	61.0	386.29445625498346	0.8553201844043381	0.621456257647194	119.8991933003168	0.06684417568118617	3.89772588680771	3.964570062488896
TUM-TCGA-DKYGHEPE	TUM-TCGA-DKYGHEPE.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-DKYGHEPE.tif	175.4025430484694	110.59743702168367	161.6463847257653	36.57600631278801	38.36021910840269	29.7962451154319	149.21545493197277	34.261918370144535	4.939765429783176	0.1000079719387755	77	0.0015345982142857	0.3032525510204081	197.6103896103896	70.0	464.93611223853605	0.8367691727914431	0.7024993974089473	98.23849669649076	0.06706599083900677	2.6373147179635406	2.570248727124534
TUM-TCGA-AAMWWECY	TUM-TCGA-AAMWWECY.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-AAMWWECY.tif	167.1178651147959	100.15349968112244	154.20812739158163	36.55713945138878	33.53695565313805	25.991658605731253	140.49316406249997	31.39562218988995	4.847122175000621	0.1000079719387755	87	0.0017338966836734	0.3115035076530612	179.6551724137931	58.0	291.7881780745251	0.8410862510656757	0.6321759830136543	107.4744720912276	0.06779880930570492	4.0342495208250835	4.102048330130788
TUM-TCGA-EFQTSEGM	TUM-TCGA-EFQTSEGM.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-EFQTSEGM.tif	194.6265146683673	150.5419323979592	190.19882015306123	39.54460528134736	55.521337312490665	38.98837011249482	178.4557557397959	44.12328548544623	5.096957496749258	0.1000079719387755	60	0.0011957908163265	0.2689532844387755	224.91666666666663	54.0	488.00120531499607	0.82650540663954	0.6733591420759585	110.5030573006424	0.07114153911569776	3.785767746803997	3.7146262076882994
TUM-TCGA-WKQFMLLK	TUM-TCGA-WKQFMLLK.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-WKQFMLLK.tif	185.34494579081635	116.6883769132653	164.9939413265306	39.35283877850375	44.700879584532736	34.027792582121215	155.67575467687072	38.53399102826642	5.040905217141134	0.1000079719387755	73	0.0014548788265306	0.2157405931122449	148.2876712328767	108.0	145.9766803906176	0.802898737658231	0.7277831789061797	71.2405888252981	0.07124773761791259	2.7585784983272768	2.687330760709364
TUM-TCGA-GGDHAWDM	TUM-TCGA-GGDHAWDM.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-GGDHAWDM.tif	176.83868781887756	112.9937818877551	167.52479272959184	38.655010389196576	43.336984545663775	32.66831634251669	152.45242081207485	37.54454275749543	5.007910894090063	0.0999282525510204	102	0.0020328443877551	0.3088727678571428	151.94117647058823	84.5	188.7884397180212	0.7801104553210735	0.7670470169595858	62.844995438166215	0.07154513840406906	6.6875814367068385	6.616036298302769
TUM-TCGA-DFWREGAE	TUM-TCGA-DFWREGAE.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-DFWREGAE.tif	173.46944754464286	103.0752949617347	156.03599330357142	33.66662425710217	32.26177145838435	25.63702313917766	144.19357860331633	29.87224371452842	4.798622255506916	0.1000079719387755	74	0.0014748086734693	0.2906170280612244	197.0540540540541	69.0	397.79812522121136	0.8308084802645346	0.6305271487475397	116.1476721282544	0.07476053554757245	3.8677355848951054	3.792975049347533
TUM-TCGA-PSPWNCSV	TUM-TCGA-PSPWNCSV.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-PSPWNCSV.tif	170.73547114158163	103.57894212372447	156.31096540178572	37.93037998562942	37.54253680983936	29.07303716661877	143.54179288903063	34.170673829471845	4.922148677982241	0.1000079719387755	89	0.001773756377551	0.3068598533163265	173.0	67.0	296.80345708032354	0.8523292919726336	0.6365872760693027	102.19654241991456	0.07519028384489435	3.6744751950129144	3.7496654788578088
TUM-TCGA-IYSPSQGW	TUM-TCGA-IYSPSQGW.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-IYSPSQGW.tif	163.0267259247449	93.9111328125	148.37717235331633	36.168860733747785	33.05335880790264	27.80816544029693	135.1050103635204	31.74476917183299	4.859535258291721	0.1000079719387755	99	0.0019730548469387	0.3108059630102041	157.5252525252525	53.0	287.91701748640975	0.8456946394584278	0.6255219143197375	89.26018441067302	0.0752278369385877	4.6777422586754565	4.752970095614044
TUM-TCGA-NSPITKEH	TUM-TCGA-NSPITKEH.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-NSPITKEH.tif	188.87912547831635	127.1500318877551	172.37224968112244	42.90170625271972	54.13400709213224	39.378512841472656	162.8004690157313	44.741168394225575	5.138602571015841	0.1000079719387755	102	0.0020328443877551	0.2708466198979591	133.23529411764707	76.0	157.91398604816288	0.8143947918765799	0.7075946877639653	68.30938301040294	0.07652206680016294	3.7564017821514986	3.6798797153513356
TUM-TCGA-PINVRKYI	TUM-TCGA-PINVRKYI.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-PINVRKYI.tif	172.97283561862244	105.86499521683672	161.79488201530611	39.55142034393531	41.70773197718214	32.852544480519285	146.8775709502551	37.24136273950105	5.000570713676556	0.1000079719387755	105	0.0020926339285714	0.3181002869897959	152.0095238095238	90.0	170.1106919871431	0.8141052033440545	0.7477829382730545	66.6962701486983	0.07799111351860954	3.6779052202113576	3.599914106692748
TUM-TCGA-LEMFAQRS	TUM-TCGA-LEMFAQRS.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-LEMFAQRS.tif	168.4514708227041	99.39353475765306	153.4319395727041	34.4548816253134	30.728942744056106	24.74796730310146	140.42564838435374	29.28595525218723	4.7815408115169	0.1000079719387755	81	0.0016143176020408	0.318000637755102	196.98765432098764	65.0	595.4869880476012	0.8591955680756878	0.6169859564257841	117.7465300589541	0.07938075943108558	4.35493722739279	4.275556467961705
TUM-TCGA-VPTFVRGH	TUM-TCGA-VPTFVRGH.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-VPTFVRGH.tif	171.00167410714286	100.7796556122449	153.98826132015307	32.0217939188539	29.748788063914528	24.2711222270686	141.92319701318027	28.09399491084361	4.743030310247797	0.1000079719387755	57	0.0011360012755102	0.3403419961734694	299.5964912280702	80.0	728.8844121693631	0.8767688786439717	0.6395286965701527	156.21748808671737	0.08118291341095141	4.03777800131409	4.118960914725041
TUM-TCGA-YIWRMPNS	TUM-TCGA-YIWRMPNS.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-YIWRMPNS.tif	168.23363759566325	103.78300382653062	156.10997289540816	35.33885994272734	35.814702398282414	28.62394210402404	142.7088714392007	32.6973856948058	4.885101165410321	0.1000079719387755	89	0.001773756377551	0.3438297193877551	193.8426966292135	86.0	244.31858455972505	0.8763606578736286	0.6230230923931931	110.01996119797592	0.0857548841977902	4.122716164516235	4.036961280318445
TUM-TCGA-DTRMVHAV	TUM-TCGA-DTRMVHAV.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-DTRMVHAV.tif	176.17281170280611	111.42900988520408	162.24330357142858	33.835455090186336	36.19382499016797	27.951333774073845	149.94837505314624	32.02119375310345	4.870077004912039	0.1000079719387755	63	0.0012555803571428	0.3283641581632653	261.5238095238095	59.0	869.6117516682119	0.8610806957922958	0.6499720851607547	139.09541267637323	0.08926130052108894	3.0107993766291745	3.1000606771502635
TUM-TCGA-EFPRVVHW	TUM-TCGA-EFPRVVHW.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-EFPRVVHW.tif	168.11720742984693	102.44626913265306	155.35054607780611	36.68920725977582	35.48707949854046	27.32340578638556	141.97134088010202	32.47856644226531	4.882201151169186	0.0999880420918367	80	0.001594387755102	0.2970145089285714	186.2875	51.5	394.88872463486473	0.8556749497534166	0.6402367015383342	111.66479521884116	0.09306761847495837	3.72123085935534	3.8142984778302984
STR-TCGA-TKEWWTNR	STR-TCGA-TKEWWTNR.tif	STR	data/raw/crc_val_7k/CRC-VAL-HE-7K/STR/STR-TCGA-TKEWWTNR.tif	186.39393335459184	120.96221301020408	174.95940290178572	41.4090214978584	53.62438720822064	39.49172050184405	160.7718497555272	43.92821399461746	5.069800536125917	0.1000079719387755	98	0.001953125	0.32421875	166.0	90.0	239.9876272320925	0.8498600973701496	0.6948136000767411	76.88912039032131	0.0933037175872169	3.3261853455501242	3.2328816279629073
TUM-TCGA-FPRMDWFA	TUM-TCGA-FPRMDWFA.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-FPRMDWFA.tif	205.4223333864796	163.40569196428572	196.10355548469389	41.2599326450824	66.50579884327881	44.77352393530767	188.31052694515307	50.30169551750412	4.576986137009175	0.1000079719387755	40	0.000797193877551	0.2505580357142857	314.3	84.5	744.3478084874033	0.8443469479691096	0.7098122694049194	105.71577284992618	0.09662096265820264	5.161238908903285	5.064617946245082
TUM-TCGA-RSSDDFQG	TUM-TCGA-RSSDDFQG.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-RSSDDFQG.tif	174.30385044642858	108.80636160714286	160.70721061862244	37.7811477944882	39.13335833686244	29.88595711535531	147.9391408907313	34.958144324998415	4.943509910007849	0.1000079719387755	78	0.0015545280612244	0.3407206632653061	219.1794871794872	81.0	588.1147137270934	0.8413250405784316	0.7391809001160843	82.33453949055705	0.09691356701894227	2.6253600440689784	2.7222736110879207
TUM-TCGA-MDWSYKHT	TUM-TCGA-MDWSYKHT.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-MDWSYKHT.tif	174.95842633928572	106.9470065369898	158.44240274234693	33.71116177469433	37.09676647788958	28.12732400542968	146.78261187287416	32.16101257213146	4.860192324824592	0.1000079719387755	76	0.0015146683673469	0.3028340242346938	199.93421052631572	59.5	415.6846393071984	0.8354106155068083	0.6555363350205694	101.9443067355772	0.09909586360459732	3.257659685398093	3.1585638217934955
