image_id	filename	label	path	mean_r	mean_g	mean_b	std_r	std_g	std_b	mean_intensity	std_intensity	entropy	edge_density	nuclei_count	nuclei_density	nuclear_area_fraction	mean_nucleus_area	median_nucleus_area	std_nucleus_area	mean_nucleus_eccentricity	mean_nucleus_solidity	mean_nucleus_perimeter	dist_to_tum	dist_to_str	tumour_stroma_balance	group
TUM-TCGA-MAKRISYG	TUM-TCGA-MAKRISYG.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-MAKRISYG.tif	178.09070073341837	108.89937420280611	159.9384167729592	35.257160510829515	38.04504594521045	29.235927746830303	148.9761639030612	33.418695288837505	4.8987749107173455	0.0999681122448979	59	0.0011758609693877	0.3043486926020408	258.8305084745763	70.0	625.3459558460115	0.8437286635731976	0.7135276971357815	103.78065332809348	2.8317744448814395	2.8005577565538085	0.031216688327631026	interface
TUM-TCGA-NPCRHVQP	TUM-TCGA-NPCRHVQP.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-NPCRHVQP.tif	166.71338887117346	96.30829480229592	150.65467554209184	33.12095218738968	30.97509439806784	24.62416619518946	137.8921197385204	28.85015242118244	4.748589046696578	0.1000079719387755	73	0.0014548788265306	0.3278260522959184	225.3287671232877	45.0	528.6562975632415	0.8465908620562838	0.6622560022410938	128.7326181929329	3.925142501485008	3.95707945230655	0.03193695082154191	interface
TUM-TCGA-ICWMRSLV	TUM-TCGA-ICWMRSLV.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-ICWMRSLV.tif	169.5119778380102	102.59249441964286	155.36059072066325	33.325822828279975	33.665210460597365	26.28604441639114	142.48835432610545	30.351862897049774	4.78045088164798	0.1000079719387755	76	0.0015146683673469	0.3161471619897959	208.7236842105264	77.5	484.6839610206192	0.7991486114827656	0.7036397428772456	105.9775693402497	3.2760603719423473	3.3103518741220497	0.03429150217970234	interface
TUM-TCGA-CHMYWLYC	TUM-TCGA-CHMYWLYC.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-CHMYWLYC.tif	169.56720344387756	103.6048509247449	155.89839764030611	37.21048032398976	37.26738129318919	29.181403145227275	143.0234840029762	33.90135336414998	4.919796301585033	0.1000079719387755	86	0.0017139668367346	0.3106265943877551	181.2325581395349	58.0	304.49094668706675	0.858095314830818	0.6257350681212608	106.12261689791896	3.71891052461161	3.6829321523072585	0.035978372304351414	interface
TUM-TCGA-WHSQYKTS	TUM-TCGA-WHSQYKTS.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-WHSQYKTS.tif	166.44266183035714	94.98166454081633	149.7146843112245	32.48537342511236	29.40944203549257	23.568535663843026	137.04633689413268	27.810010708959883	4.721011666697841	0.1000079719387755	81	0.0016143176020408	0.3449657206632653	213.69135802469137	44.0	827.7440804770654	0.8277713950811773	0.6469234811692767	111.86815682095236	4.298517983406841	4.261860336027808	0.03665764737903299	interface
TUM-TCGA-IYSPSQGW	TUM-TCGA-IYSPSQGW.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-IYSPSQGW.tif	163.0267259247449	93.9111328125	148.37717235331633	36.168860733747785	33.05335880790264	27.80816544029693	135.1050103635204	31.74476917183299	4.859535258291721	0.1000079719387755	99	0.0019730548469387	0.3108059630102041	157.5252525252525	53.0	287.91701748640975	0.8456946394584278	0.6255219143197375	89.26018441067302	4.603349627511052	4.559781362879728	0.04356826463132357	interface
TUM-TCGA-EGWAQVCK	TUM-TCGA-EGWAQVCK.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-EGWAQVCK.tif	166.49160953443877	99.13554288903062	153.61664939413265	29.42628788614444	26.845670685134166	20.9889556051722	139.74793393920066	25.141082506063693	4.638832932339919	0.0999880420918367	63	0.0012555803571428	0.3409598214285714	271.55555555555554	104.0	640.2683162197316	0.7814490404035298	0.6686917681826913	140.69712194037442	4.410137579753815	4.35795918059453	0.05217839915928568	interface
TUM-TCGA-KPHIKGYE	TUM-TCGA-KPHIKGYE.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-KPHIKGYE.tif	177.5195910395408	120.74294483418367	168.81788105867346	38.04311336641018	46.01563328377133	33.60638608966362	155.69347231079934	38.64427783617768	4.988811736477281	0.1000079719387755	83	0.0016541772959183	0.3226841517857143	195.0722891566265	66.0	275.5632909231531	0.8141908116349527	0.6728278755003897	96.5988233824869	2.5131096644514224	2.5666192633627256	0.05350959891130325	interface
TUM-TCGA-HVCWNIQS	TUM-TCGA-HVCWNIQS.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-HVCWNIQS.tif	165.54649633290816	97.7705078125	152.13125797193877	30.46245831299779	28.82508924597949	22.3672563197495	138.48275403911566	26.48956371700472	4.680776997106761	0.1000079719387755	65	0.0012954400510204	0.3406808035714285	262.9846153846154	92.0	408.2215270510964	0.832770818556268	0.6310870408494915	146.68854304713534	4.379288279284075	4.322917264127258	0.05637101515681664	interface
TUM-TCGA-DTACKQSV	TUM-TCGA-DTACKQSV.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-DTACKQSV.tif	195.95994100765307	149.9011678890306	187.1001474808673	37.55356386110363	60.443382442561656	40.86892472611759	177.65375212585033	45.9294926238224	4.722903054470966	0.0999880420918367	47	0.0009367028061224	0.3376116071428571	360.4255319148936	50.0	1055.697707068564	0.8427999785202424	0.6615392882940296	134.28235539941673	3.1110467310333223	3.048882855416862	0.062163875616460196	interface
TUM-TCGA-NEEYLWTN	TUM-TCGA-NEEYLWTN.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-NEEYLWTN.tif	167.7350924744898	104.08139349489797	156.45535714285714	38.065367917796536	39.38775596872776	30.710218273036595	142.75728103741497	35.429070458868445	4.950396538961431	0.1000079719387755	99	0.0019730548469387	0.3127590880102041	158.5151515151515	65.0	221.22913591684164	0.8233874209560544	0.6323798773799568	93.1218774596081	3.8427127650816595	3.9085554990715545	0.06584273398989504	interface
TUM-TCGA-MEKVKCAC	TUM-TCGA-MEKVKCAC.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-MEKVKCAC.tif	172.66420200892858	103.96470424107144	156.83067602040816	33.443748563724604	32.671682312970304	26.26655341747947	144.4865274234694	30.21130769256412	4.823311576669543	0.1000079719387755	57	0.0011360012755102	0.2950414540816326	259.719298245614	48.0	556.493588632413	0.8411135210610631	0.6423069478465923	143.57381388386483	3.2745656423931235	3.3413451473745486	0.06677950498142504	interface
TUM-TCGA-IEVWMSHS	TUM-TCGA-IEVWMSHS.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-IEVWMSHS.tif	180.12055564413265	111.36170679209184	161.67233338647958	37.45616213136234	41.36234950942919	31.721433118020496	151.05153194090136	36.04380842183063	4.973731996840149	0.1000079719387755	78	0.0015545280612244	0.3125199298469387	201.03846153846155	93.5	305.24363712924395	0.841049623046591	0.750508491265556	79.08237221416842	2.369409399776438	2.301851762501265	0.06755763727517294	interface
TUM-TCGA-MRRTVLCT	TUM-TCGA-MRRTVLCT.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-MRRTVLCT.tif	174.22638313137756	111.13464604591836	165.98744419642858	37.90313063248046	40.06245431524629	30.95650509128239	150.44949112457485	35.75597207346902	4.964092549937512	0.0999880420918367	87	0.0017338966836734	0.3351801658163265	193.31034482758625	95.0	312.7480463051643	0.7896662505189804	0.7683063527822839	72.6933273219295	3.3056379565182405	3.3742133874499176	0.06857543093167706	interface
TUM-TCGA-PSPWNCSV	TUM-TCGA-PSPWNCSV.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-PSPWNCSV.tif	170.73547114158163	103.57894212372447	156.31096540178572	37.93037998562942	37.54253680983936	29.07303716661877	143.54179288903063	34.170673829471845	4.922148677982241	0.1000079719387755	89	0.001773756377551	0.3068598533163265	173.0	67.0	296.80345708032354	0.8523292919726336	0.6365872760693027	102.19654241991456	3.6357370278936814	3.566942258201554	0.06879476969212739	interface
TUM-TCGA-QGFEDYDG	TUM-TCGA-QGFEDYDG.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-QGFEDYDG.tif	167.99669164540816	101.76118064413264	154.48939732142858	38.465037384367776	38.30327152616803	30.818385529202764	141.4157565369898	35.273018293427235	4.961758903226636	0.0999880420918367	94	0.0018734056122448	0.3166852678571428	169.04255319148936	72.5	276.9308583688092	0.8497052245927709	0.6250761255013543	99.41452514295548	3.5999480884221167	3.6693002389562515	0.0693521505341348	interface
TUM-TCGA-TQFIYSVM	TUM-TCGA-TQFIYSVM.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-TQFIYSVM.tif	170.85483099489795	100.13032126913264	153.7349928252551	34.935377485682054	31.866402536137144	26.11632829528647	141.57338169642856	30.392220494501217	4.825237281705164	0.1000079719387755	64	0.0012755102040816	0.3066007653061224	240.375	71.0	530.9623485945119	0.8564669723475051	0.6001149195443501	138.01078355371237	3.92493600009087	3.9943815688233495	0.06944556873247931	interface
TUM-TCGA-INSPGKRH	TUM-TCGA-INSPGKRH.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-INSPGKRH.tif	168.39704241071428	99.0953443877551	153.14620535714286	33.41335556659197	30.19504182329408	23.76201253568589	140.21286405187078	28.492626954338263	4.758268415975987	0.1000079719387755	66	0.0013153698979591	0.3031927614795918	230.5	67.5	403.7822038943992	0.8368218689485419	0.613379177048849	134.0663413784797	4.095946542042119	4.024450229252062	0.07149631279005764	interface
TUM-TCGA-MYPYVDDM	TUM-TCGA-MYPYVDDM.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-MYPYVDDM.tif	174.2910754145408	118.35483099489797	167.41039540816325	37.57065193989198	43.50347466187484	32.369418896399594	153.35210060586732	37.242218728027225	4.977219012126806	0.1000079719387755	80	0.001594387755102	0.3398038903061224	213.125	71.0	354.37961196293446	0.8405434793213491	0.6297322837302272	115.17770241025494	2.849534513055214	2.923163283006648	0.07362876995143397	interface
TUM-TCGA-IPIMCDCN	TUM-TCGA-IPIMCDCN.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-IPIMCDCN.tif	184.1835339604592	130.73034917091837	174.97359295280611	43.425335718696886	54.73951855894953	41.15751653470285	163.29582536139455	45.96218824345215	5.185328308390688	0.1000079719387755	75	0.0014947385204081	0.2297911352040816	153.73333333333332	69.0	214.2805222651425	0.8942521913608099	0.6371109645163143	85.03198072061926	3.5956206155923334	3.5171653730989156	0.07845524249341773	interface
TUM-TCGA-WIFRDAFR	TUM-TCGA-WIFRDAFR.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-WIFRDAFR.tif	162.15756536989795	96.22883450255102	149.36234454719389	38.94353985247031	38.65775787788839	31.12939713050119	135.9162481398809	35.52199278874837	4.962516474024197	0.1000079719387755	110	0.0021922831632653	0.3077168367346938	140.36363636363637	70.0	180.35624984874835	0.8626563571540411	0.6584269109740433	78.45861369773156	4.394697087722957	4.474075540515782	0.07937845279282563	interface
TUM-TCGA-FKSKGGHA	TUM-TCGA-FKSKGGHA.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-FKSKGGHA.tif	197.1486367984694	147.2167370854592	185.4929846938776	40.1814571053906	61.70563652088662	42.27151817260782	176.6194528592687	47.4404262065634	4.881272945419813	0.1000079719387755	44	0.0008769132653061	0.2397959183673469	273.45454545454544	74.0	853.5611618535565	0.859818587355202	0.6993898175743247	100.79419596581891	3.53263548407987	3.452147474728755	0.08048800935111489	interface
TUM-TCGA-QAFFQYWM	TUM-TCGA-QAFFQYWM.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-QAFFQYWM.tif	167.20848612882654	99.03396045918367	152.78655133928572	35.18339060837058	32.54238679330496	26.42225429933118	139.676332642432	30.796073276790512	4.829447957121338	0.1000079719387755	85	0.0016940369897959	0.3265505420918367	192.76470588235293	61.0	491.4364454645135	0.8539706776020346	0.6367991707266202	113.64339099841511	4.023150085787391	3.9423208476670304	0.08082923812036036	interface
TUM-TCGA-YEPDHDTI	TUM-TCGA-YEPDHDTI.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-YEPDHDTI.tif	163.32419882015307	94.85809948979592	149.45557637117346	37.0980002727712	33.96537878608067	27.66844464072964	135.87929156037416	32.3106374006664	4.873710163177144	0.0999880420918367	103	0.0020527742346938	0.3254942602040816	158.5631067961165	62.0	296.8154167973764	0.8481131804426024	0.645301223832244	91.66860101354318	4.31509059195583	4.233857114035566	0.08123347792026347	interface
TUM-TCGA-GCPNWGDV	TUM-TCGA-GCPNWGDV.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-GCPNWGDV.tif	169.4622130102041	96.6834941007653	150.3736647002551	32.06498265958877	28.528943919105632	23.483753322921665	138.83979060374148	27.364466406079067	4.708069648808908	0.0999681122448979	58	0.0011559311224489	0.3621651785714285	313.3103448275862	50.5	841.9060109491409	0.8538574311806686	0.6753472161983068	143.88756958694913	4.135709032209742	4.217609722607746	0.08190069039800374	interface
TUM-TCGA-QQNACQPC	TUM-TCGA-QQNACQPC.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-QQNACQPC.tif	172.0653698979592	106.63321109693878	157.88881138392858	35.571286145059275	36.03500681144089	28.153589026445147	145.5291307929422	32.659755931825906	4.88817947991144	0.1000079719387755	79	0.0015744579081632	0.3048469387755102	193.62025316455697	73.0	336.896682648676	0.8206067516236695	0.7028699906224949	91.45214664163436	2.958258913748122	2.875784646981348	0.08247426676677394	interface
TUM-TCGA-DTRMVHAV	TUM-TCGA-DTRMVHAV.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-DTRMVHAV.tif	176.17281170280611	111.42900988520408	162.24330357142858	33.835455090186336	36.19382499016797	27.951333774073845	149.94837505314624	32.02119375310345	4.870077004912039	0.1000079719387755	63	0.0012555803571428	0.3283641581632653	261.5238095238095	59.0	869.6117516682119	0.8610806957922958	0.6499720851607547	139.09541267637323	2.9481356838408925	2.8644315997455383	0.08370408409535424	interface
TUM-TCGA-QMYWHNVD	TUM-TCGA-QMYWHNVD.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-QMYWHNVD.tif	182.8005819515306	125.94632892219389	171.3750597895408	36.66223060646249	47.43773914995349	33.964299430407834	160.04065688775512	38.702083524998045	5.0073622585934565	0.1000079719387755	59	0.0011758609693877	0.2648477359693877	225.2372881355932	56.0	602.1266080891269	0.8241530149066495	0.7137652429801113	102.07209253948952	1.9022135568509713	1.9873775985834246	0.08516404173245329	interface
TUM-TCGA-QIWCVCTM	TUM-TCGA-QIWCVCTM.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-QIWCVCTM.tif	176.5583346619898	105.1595384247449	157.66798867984693	31.59352677055704	30.605124190764226	24.0450705591874	146.46195392219389	27.96726809382237	4.73910304609581	0.1000079719387755	53	0.0010562818877551	0.2988679846938775	282.9433962264151	77.0	697.2494590293833	0.8071329748083613	0.6555038632440663	145.36122538754307	3.3149500453151	3.22780669483239	0.08714335048271016	interface
TUM-TCGA-RWIVFGDV	TUM-TCGA-RWIVFGDV.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-RWIVFGDV.tif	164.50083705357142	98.53641183035714	152.83396444515307	37.44742859555566	35.29462012225118	28.082686338001164	138.62373777636057	32.99386062606655	4.895061494851177	0.0999681122448979	102	0.0020328443877551	0.3185985331632653	156.72549019607845	49.5	284.54580791364737	0.8171321142246096	0.635981118757465	93.00877785927916	4.2052907123097585	4.116968132705872	0.08832257960388645	interface
TUM-TCGA-KFTNHWTG	TUM-TCGA-KFTNHWTG.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-KFTNHWTG.tif	173.10198102678572	105.42869100765306	157.2961575255102	34.87170625169658	33.8014137561636	27.16702148460673	145.27560985331633	31.280899629941	4.844347887440708	0.1000079719387755	78	0.0015545280612244	0.3347616390306122	215.34615384615384	62.5	375.31794476775855	0.8230081187266163	0.6343795049527469	118.19263184565884	3.44341328869568	3.354462566969807	0.08895072172587293	interface
TUM-TCGA-TAHQGSCY	TUM-TCGA-TAHQGSCY.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-TAHQGSCY.tif	194.2593072385204	140.81700414540816	180.8000837053572	42.06267511067871	61.71874721197086	43.01549883634591	171.9587983630952	48.27553322022684	4.995123138906157	0.0999083227040816	45	0.0008968431122448	0.274055325255102	305.5777777777778	85.0	797.6015292777297	0.8668068351580669	0.675976811508287	113.1448067345008	4.091589686892015	4.181205173750436	0.08961548685842047	interface
TUM-TCGA-CMMYNLWG	TUM-TCGA-CMMYNLWG.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-CMMYNLWG.tif	196.9349689094388	150.87930484693877	187.7879663584184	42.17987194915735	62.53610326346699	42.80185169745593	178.53408003826533	48.56787190973464	4.836177082858309	0.1000079719387755	44	0.0008769132653061	0.2577925701530612	293.97727272727275	62.0	735.1546679761392	0.8410088167357351	0.6562029725565758	117.01334933782732	3.6092090673216313	3.7027132381153853	0.09350417079375406	interface
TUM-TCGA-HAEWWDPY	TUM-TCGA-HAEWWDPY.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-HAEWWDPY.tif	193.3826331313776	144.4587850765306	183.0961216517857	40.37305332569706	59.86868149197656	40.8381558179226	173.64584661989795	46.401879447915626	4.89050726448748	0.1000079719387755	53	0.0010562818877551	0.2854551977040816	270.24528301886795	53.0	957.940812479351	0.8615354429913068	0.7143784545094911	113.8873219450088	3.026976058508291	3.121117228618248	0.09414117010995682	interface
TUM-TCGA-CVWHRGIH	TUM-TCGA-CVWHRGIH.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-CVWHRGIH.tif	194.2385602678572	147.82003348214286	186.1107102997449	45.37036515338687	63.15643774496851	45.605943742863545	176.0564346832483	50.82121329480916	5.110195600826736	0.1000079719387755	61	0.0012157206632653	0.1817004145408163	149.45901639344262	46.0	453.4843454839787	0.8662778646493287	0.6902231703971108	73.41824860640914	4.120148967014374	4.025523298364542	0.09462566864983213	interface
TUM-TCGA-FDFCLHRN	TUM-TCGA-FDFCLHRN.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-FDFCLHRN.tif	173.0631776147959	102.25450414540816	155.1023397640306	35.726744960379314	36.490798344249534	28.86814037939195	143.47334050807822	33.10192658967694	4.894245483347851	0.0999880420918367	84	0.0016741071428571	0.3014787946428571	180.08333333333334	60.0	531.6812106161193	0.8208914100902085	0.7033764996808246	81.34102886709759	3.2253321722783683	3.1305068774642124	0.09482529481415591	interface
TUM-TCGA-MNFFRCPE	TUM-TCGA-MNFFRCPE.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-MNFFRCPE.tif	167.59751674107142	98.3866191007653	152.5416334502551	30.2038860076357	27.56719851551165	22.769992471524205	139.50858976403063	26.343885489210173	4.680721541276792	0.0999481823979591	50	0.0009964923469387	0.3474170918367347	348.64	41.0	908.3333916574904	0.836832854851654	0.6160086563013617	196.10265863399425	4.682402067365953	4.778876482908151	0.09647441554219771	interface
TUM-TCGA-HRDRISHE	TUM-TCGA-HRDRISHE.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-HRDRISHE.tif	181.4470065369898	117.70467952806122	166.29601801658163	36.30113089149636	41.90027744282477	31.591617531209064	155.14923469387756	35.86362276013398	4.976819552486451	0.1000079719387755	65	0.0012954400510204	0.2889429209183674	223.04615384615383	89.0	503.3922596748898	0.803196358125685	0.6388438554798571	111.48632139892712	2.2676923708050345	2.3656926684189785	0.09800029761394402	interface
TUM-TCGA-NWAGIHDE	TUM-TCGA-NWAGIHDE.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-NWAGIHDE.tif	171.3450852997449	104.28224649234694	156.2518933354592	38.33019695859421	37.77845142938302	29.915818900817005	143.9597417091837	34.67580393941646	4.95267296136594	0.1000079719387755	94	0.0018734056122448	0.2911551339285714	155.41489361702128	59.5	214.29247311443143	0.8316211780390987	0.6539615711216241	87.12235458105997	3.5830733554084393	3.4842786152176135	0.09879474019082579	interface
TUM-TCGA-IDKHVFHM	TUM-TCGA-IDKHVFHM.tif	TUM	data/raw/crc_val_7k/CRC-VAL-HE-7K/TUM/TUM-TCGA-IDKHVFHM.tif	180.4553372130102	115.34921077806122	164.3416972257653	42.40887493913044	48.41973117318504	36.51618616316041	153.38208173894557	41.77806131090741	5.112227817439884	0.1000079719387755	96	0.0019132653061224	0.2924705038265306	152.86458333333334	86.0	175.17697121956334	0.8461417903631406	0.681031400125177	75.91275135687094	3.205791541652347	3.305924399693598	0.10013285804125083	interface
